"deposition_id","record_id","state","submitted","title","version_doi","concept_doi","doi_url","record_url"
"18521801","18521801","done","True","Minimal Richness of Constraint Generated Reality","10.5281/zenodo.18521801","10.5281/zenodo.18521800","https://doi.org/10.5281/zenodo.18521801","https://zenodo.org/records/18521801"
"18521780","18521780","done","True","Meta Necessity of Admissibility with Arrow and Info Corollaries","10.5281/zenodo.18521780","10.5281/zenodo.18521779","https://doi.org/10.5281/zenodo.18521780","https://zenodo.org/records/18521780"
"18521769","18521769","done","True","Meta Necessity of Admissibility","10.5281/zenodo.18521769","10.5281/zenodo.18521768","https://doi.org/10.5281/zenodo.18521769","https://zenodo.org/records/18521769"
"18521767","18521767","done","True","Irreversibility of Network Level Standing Failure","10.5281/zenodo.18521767","10.5281/zenodo.18521766","https://doi.org/10.5281/zenodo.18521767","https://zenodo.org/records/18521767"
"18521756","18521756","done","True","Impossibility of Standing Recovery in Artificial Epistemic Agents","10.5281/zenodo.18521756","10.5281/zenodo.18521755","https://doi.org/10.5281/zenodo.18521756","https://zenodo.org/records/18521756"
"18521748","18521748","done","True","Global Enforcement of Admissibility","10.5281/zenodo.18521748","10.5281/zenodo.18521747","https://doi.org/10.5281/zenodo.18521748","https://zenodo.org/records/18521748"
"18521746","18521746","done","True","Existence_Fixed_Point_of_Constraint_Generated_Reality","10.5281/zenodo.18521746","10.5281/zenodo.18521745","https://doi.org/10.5281/zenodo.18521746","https://zenodo.org/records/18521746"
"18521736","18521736","done","True","Exhaustion_of_Non_Physical_Re_Anchoring_Strategies","10.5281/zenodo.18521736","10.5281/zenodo.18521735","https://doi.org/10.5281/zenodo.18521736","https://zenodo.org/records/18521736"
"18521734","18521734","done","True","Exhaustion of Admissibility Repair Strategies","10.5281/zenodo.18521734","10.5281/zenodo.18521733","https://doi.org/10.5281/zenodo.18521734","https://zenodo.org/records/18521734"
"18519315","18519315","done","True","Elimination by Closure When Foundational Constraints Do the Work","10.5281/zenodo.18519315","10.5281/zenodo.18519314","https://doi.org/10.5281/zenodo.18519315","https://zenodo.org/records/18519315"
"18519241","18519241","done","True","Eadem_Natura__Duo_Spectra","10.5281/zenodo.18519241","10.5281/zenodo.18519240","https://doi.org/10.5281/zenodo.18519241","https://zenodo.org/records/18519241"
"18519231","18519231","done","True","Constraint_Bundles__Taxonomy_and_Inseparability","10.5281/zenodo.18519231","10.5281/zenodo.18519230","https://doi.org/10.5281/zenodo.18519231","https://zenodo.org/records/18519231"
"18519223","18519223","done","True","Constraint Bundle Networks and Standing Failure Non Locality","10.5281/zenodo.18519223","10.5281/zenodo.18519222","https://doi.org/10.5281/zenodo.18519223","https://zenodo.org/records/18519223"
"18519206","18519206","done","True","Constraint Bundle Networks and Overlap Topology","10.5281/zenodo.18519206","10.5281/zenodo.18519205","https://doi.org/10.5281/zenodo.18519206","https://zenodo.org/records/18519206"
"18519194","18519194","done","True","Conservation_of_Admissibility_under_Redescription","10.5281/zenodo.18519194","10.5281/zenodo.18519193","https://doi.org/10.5281/zenodo.18519194","https://zenodo.org/records/18519194"
"18519183","18519183","done","True","Consequences of Artificial Standing Failure","10.5281/zenodo.18519183","10.5281/zenodo.18519182","https://doi.org/10.5281/zenodo.18519183","https://zenodo.org/records/18519183"
"18519166","18519166","done","True","Confluence as a Requirement for Reference Grounding","10.5281/zenodo.18519166","10.5281/zenodo.18519165","https://doi.org/10.5281/zenodo.18519166","https://zenodo.org/records/18519166"
"18519162","18519162","done","True","Closure_Requires_Exhaustion","10.5281/zenodo.18519162","10.5281/zenodo.18519161","https://doi.org/10.5281/zenodo.18519162","https://zenodo.org/records/18519162"
"18519150","18519150","done","True","ARC__3 Commitment Interaction and Propagation","10.5281/zenodo.18519150","10.5281/zenodo.18519149","https://doi.org/10.5281/zenodo.18519150","https://zenodo.org/records/18519150"
"18519135","18519135","done","True","Admissibility Without Nodes An Envelope First Formalism","10.5281/zenodo.18519135","10.5281/zenodo.18519134","https://doi.org/10.5281/zenodo.18519135","https://zenodo.org/records/18519135"
"18519114","18519114","done","True","Admissibility Is Scope Invariant","10.5281/zenodo.18519114","10.5281/zenodo.18519113","https://doi.org/10.5281/zenodo.18519114","https://zenodo.org/records/18519114"
"18519100","18519100","done","True","Admissibility and Standing in Artificial Epistemic Agents","10.5281/zenodo.18519100","10.5281/zenodo.18519099","https://doi.org/10.5281/zenodo.18519100","https://zenodo.org/records/18519100"
"18519002","18519002","done","True","α Ω The Admissible Interior as a Closed Structure","10.5281/zenodo.18519002","10.5281/zenodo.18519001","https://doi.org/10.5281/zenodo.18519002","https://zenodo.org/records/18519002"
"18518976","18518976","done","True","Universality as Closure Saturation","10.5281/zenodo.18518976","10.5281/zenodo.18518975","https://doi.org/10.5281/zenodo.18518976","https://zenodo.org/records/18518976"
"18518962","18518962","done","True","Model_Theoretic_Collapse","10.5281/zenodo.18518962","10.5281/zenodo.18518961","https://doi.org/10.5281/zenodo.18518962","https://zenodo.org/records/18518962"
"18518948","18518948","done","True","Closure Certificate CCC CLASS 001","10.5281/zenodo.18518948","10.5281/zenodo.18518947","https://doi.org/10.5281/zenodo.18518948","https://zenodo.org/records/18518948"
"18518928","18518928","done","True","Closure Certificates Forced Coincidence in Admissible Representational Regimes","10.5281/zenodo.18518928","10.5281/zenodo.18518927","https://doi.org/10.5281/zenodo.18518928","https://zenodo.org/records/18518928"
"18518893","18518893","done","True","Septem Sigilla Necessitatis On the Impossibility of Partial Closure","10.5281/zenodo.18518893","10.5281/zenodo.18518892","https://doi.org/10.5281/zenodo.18518893","https://zenodo.org/records/18518893"
"18518871","18518871","done","True","Unified Closure Certificate Cross Domain Admissibility Certified Closed by Exhaustion","10.5281/zenodo.18518871","10.5281/zenodo.18518870","https://doi.org/10.5281/zenodo.18518871","https://zenodo.org/records/18518871"
"18518853","18518853","done","True","Closure Certificate Admissible Physics Certified Closed by Exhaustion","10.5281/zenodo.18518853","10.5281/zenodo.18518852","https://doi.org/10.5281/zenodo.18518853","https://zenodo.org/records/18518853"
"18518842","18518842","done","True","Closure Certificate Admissible Mathematics Certified Closed by Exhaustion","10.5281/zenodo.18518842","10.5281/zenodo.18518841","https://doi.org/10.5281/zenodo.18518842","https://zenodo.org/records/18518842"
"18518826","18518826","done","True","Septem Sigilla The Seven Closures of Admissible Mathematics","10.5281/zenodo.18518826","10.5281/zenodo.18518825","https://doi.org/10.5281/zenodo.18518826","https://zenodo.org/records/18518826"
"18518813","18518813","done","True","Closure Certificate Reality Certified Closed by Exhaustion","10.5281/zenodo.18518813","10.5281/zenodo.18518812","https://doi.org/10.5281/zenodo.18518813","https://zenodo.org/records/18518813"
"18518795","18518795","done","True","Closure Certificate Septem Sigilla Certified Closed by Exhaustion","10.5281/zenodo.18518795","10.5281/zenodo.18518794","https://doi.org/10.5281/zenodo.18518795","https://zenodo.org/records/18518795"
"18518743","18518743","done","True","Septem Sigilla The Seven Closures","10.5281/zenodo.18518743","10.5281/zenodo.18518742","https://doi.org/10.5281/zenodo.18518743","https://zenodo.org/records/18518743"
"18518717","18518717","done","True","Unified Meta Closure of Admissibility Mathematics and Physics","10.5281/zenodo.18518717","10.5281/zenodo.18518716","https://doi.org/10.5281/zenodo.18518717","https://zenodo.org/records/18518717"
"18518693","18518693","done","True","Structural Exhaustion of the Admissibility Constraint Map","10.5281/zenodo.18518693","10.5281/zenodo.18518692","https://doi.org/10.5281/zenodo.18518693","https://zenodo.org/records/18518693"
"18518670","18518670","done","True","Standing Enforcement and Failure Admissibility Constraint Map Paper VI","10.5281/zenodo.18518670","10.5281/zenodo.18518669","https://doi.org/10.5281/zenodo.18518670","https://zenodo.org/records/18518670"
"18518649","18518649","done","True","Operator Composition and Sequencing Admissibility Constraint Map Paper V","10.5281/zenodo.18518649","10.5281/zenodo.18518648","https://doi.org/10.5281/zenodo.18518649","https://zenodo.org/records/18518649"
"18518624","18518624","done","True","Admissible Redescription Admissibility Constraint Map Paper IV","10.5281/zenodo.18518624","10.5281/zenodo.18518623","https://doi.org/10.5281/zenodo.18518624","https://zenodo.org/records/18518624"
"18518605","18518605","done","True","Operator Envelopes and Licences Admissibility Constraint Map Paper III","10.5281/zenodo.18518605","10.5281/zenodo.18518604","https://doi.org/10.5281/zenodo.18518605","https://zenodo.org/records/18518605"
"18518588","18518588","done","True","The AMetric Boundary Admissibility Constraint Map Paper II","10.5281/zenodo.18518588","10.5281/zenodo.18518587","https://doi.org/10.5281/zenodo.18518588","https://zenodo.org/records/18518588"
"18518573","18518573","done","True","Architectural Foundations Admissibility Constraint Map Paper I","10.5281/zenodo.18518573","10.5281/zenodo.18518572","https://doi.org/10.5281/zenodo.18518573","https://zenodo.org/records/18518573"
"18518528","18518528","done","True","Complementarity Without Duality","10.5281/zenodo.18518528","10.5281/zenodo.18518527","https://doi.org/10.5281/zenodo.18518528","https://zenodo.org/records/18518528"
"18518504","18518504","done","True","AI Epistemic Governance Admissibility and Standing in Artificial Reasoning Systems","10.5281/zenodo.18518504","10.5281/zenodo.18518503","https://doi.org/10.5281/zenodo.18518504","https://zenodo.org/records/18518504"
"18518474","18518474","done","True","Unified Consequence of CG Closed Physical Kernels","10.5281/zenodo.18518474","10.5281/zenodo.18518473","https://doi.org/10.5281/zenodo.18518474","https://zenodo.org/records/18518474"
"18518462","18518462","done","True","The Constraint Generator","10.5281/zenodo.18518462","10.5281/zenodo.18518461","https://doi.org/10.5281/zenodo.18518462","https://zenodo.org/records/18518462"
"18518442","18518442","done","True","Maximality and Non Extendability of Standing Preserving Bookkeeping Structures","10.5281/zenodo.18518442","10.5281/zenodo.18518441","https://doi.org/10.5281/zenodo.18518442","https://zenodo.org/records/18518442"
"18518405","18518405","done","True","Impossibility_of_Non_Cheating_Adversarial_Breaks","10.5281/zenodo.18518405","10.5281/zenodo.18518404","https://doi.org/10.5281/zenodo.18518405","https://zenodo.org/records/18518405"
"18518391","18518391","done","True","The Meta Invariance of Admissibility Criteria","10.5281/zenodo.18518391","10.5281/zenodo.18518390","https://doi.org/10.5281/zenodo.18518391","https://zenodo.org/records/18518391"
"18518374","18518374","done","True","Where Foundations Stop","10.5281/zenodo.18518374","10.5281/zenodo.18518373","https://doi.org/10.5281/zenodo.18518374","https://zenodo.org/records/18518374"
"18518349","18518349","done","True","The Impossibility of Deeper Invariants Under the AMetric Boundary","10.5281/zenodo.18518349","10.5281/zenodo.18518348","https://doi.org/10.5281/zenodo.18518349","https://zenodo.org/records/18518349"
"18518322","18518322","done","True","The Meta Necessity of Admissibility","10.5281/zenodo.18518322","10.5281/zenodo.18518321","https://doi.org/10.5281/zenodo.18518322","https://zenodo.org/records/18518322"
"18518305","18518305","done","True","The Necessity of Singleton Governance","10.5281/zenodo.18518305","10.5281/zenodo.18518304","https://doi.org/10.5281/zenodo.18518305","https://zenodo.org/records/18518305"
"18518286","18518286","done","True","FM_N_4 The Exhaustion of the Governance Repair Space","10.5281/zenodo.18518286","10.5281/zenodo.18518285","https://doi.org/10.5281/zenodo.18518286","https://zenodo.org/records/18518286"
"18518266","18518266","done","True","FM_N_3 The Necessity of Binary Standing","10.5281/zenodo.18518266","10.5281/zenodo.18518265","https://doi.org/10.5281/zenodo.18518266","https://zenodo.org/records/18518266"
"18518246","18518246","done","True","FM_N_2 The Impossibility of Governance Level Generalization","10.5281/zenodo.18518246","10.5281/zenodo.18518245","https://doi.org/10.5281/zenodo.18518246","https://zenodo.org/records/18518246"
"18518224","18518224","done","True","The Necessity of Definition Local Governance","10.5281/zenodo.18518224","10.5281/zenodo.18518223","https://doi.org/10.5281/zenodo.18518224","https://zenodo.org/records/18518224"
"18518209","18518209","done","True","The Necessity of Non Transmissive Recognition","10.5281/zenodo.18518209","10.5281/zenodo.18518208","https://doi.org/10.5281/zenodo.18518209","https://zenodo.org/records/18518209"
"18518189","18518189","done","True","The Singleton Theorem for Constraint Driven Engines","10.5281/zenodo.18518189","10.5281/zenodo.18518188","https://doi.org/10.5281/zenodo.18518189","https://zenodo.org/records/18518189"
"18518171","18518171","done","True","CE_11___Constraint_Driven_Engines_and_the_Replication_Illusion","10.5281/zenodo.18518171","10.5281/zenodo.18518170","https://doi.org/10.5281/zenodo.18518171","https://zenodo.org/records/18518171"
"18518158","18518158","done","True","CE_10 Constraint Envelopes and the Elimination of Nonlocal Causation Confusion","10.5281/zenodo.18518158","10.5281/zenodo.18518157","https://doi.org/10.5281/zenodo.18518158","https://zenodo.org/records/18518158"
"18518128","18518128","done","True","CE_9 Entanglement and Collapse as Internal Admissible Redescriptions","10.5281/zenodo.18518128","10.5281/zenodo.18518127","https://doi.org/10.5281/zenodo.18518128","https://zenodo.org/records/18518128"
"18518091","18518091","done","True","CE_8 Structural Underdetermination of Global Admissibility","10.5281/zenodo.18518091","10.5281/zenodo.18518090","https://doi.org/10.5281/zenodo.18518091","https://zenodo.org/records/18518091"
"18518079","18518079","done","True","CE_7 Constraint Envelopes Are Not Empirically Detectable","10.5281/zenodo.18518079","10.5281/zenodo.18518078","https://doi.org/10.5281/zenodo.18518079","https://zenodo.org/records/18518079"
"18518055","18518055","done","True","CE_6 The Impossibility of Constraint Envelope Interaction","10.5281/zenodo.18518055","10.5281/zenodo.18518052","https://doi.org/10.5281/zenodo.18518055","https://zenodo.org/records/18518055"
"18518022","18518022","done","True","CE_5 Admissible Redescription Under Envelope NonContact","10.5281/zenodo.18518022","10.5281/zenodo.18518021","https://doi.org/10.5281/zenodo.18518022","https://zenodo.org/records/18518022"
"18518009","18518009","done","True","CE_4 Admissibility Is Not Gradual","10.5281/zenodo.18518009","10.5281/zenodo.18518008","https://doi.org/10.5281/zenodo.18518009","https://zenodo.org/records/18518009"
"18517994","18517994","done","True","CE_3 Internal Admissibility Ordering Within a Constraint Envelope","10.5281/zenodo.18517994","10.5281/zenodo.18517993","https://doi.org/10.5281/zenodo.18517994","https://zenodo.org/records/18517994"
"18517970","18517970","done","True","CE_2 Fixation as Licensing Under Constraint Envelopes","10.5281/zenodo.18517970","10.5281/zenodo.18517969","https://doi.org/10.5281/zenodo.18517970","https://zenodo.org/records/18517970"
"18517936","18517936","done","True","CE_1 Constraint Envelopes as Admissibility Structures","10.5281/zenodo.18517936","10.5281/zenodo.18517935","https://doi.org/10.5281/zenodo.18517936","https://zenodo.org/records/18517936"
"18517912","18517912","done","True","Admissibility Stared Back","10.5281/zenodo.18517912","10.5281/zenodo.18517911","https://doi.org/10.5281/zenodo.18517912","https://zenodo.org/records/18517912"
"18517182","18517182","done","True","Fixed Point Theorems as Standing Traps","10.5281/zenodo.18517182","10.5281/zenodo.18517181","https://doi.org/10.5281/zenodo.18517182","https://zenodo.org/records/18517182"
"18517151","18517151","done","True","D1 The Epistemic Firewall","10.5281/zenodo.18517151","10.5281/zenodo.18517150","https://doi.org/10.5281/zenodo.18517151","https://zenodo.org/records/18517151"
"18517139","18517139","done","True","D2 What Makes a Question Illicit","10.5281/zenodo.18517139","10.5281/zenodo.18517138","https://doi.org/10.5281/zenodo.18517139","https://zenodo.org/records/18517139"
"18517110","18517110","done","True","D3 Anchor Violation Question Classes","10.5281/zenodo.18517110","10.5281/zenodo.18517109","https://doi.org/10.5281/zenodo.18517110","https://zenodo.org/records/18517110"
"18517094","18517094","done","True","D4 Skin Reification and Tensor as History Errors","10.5281/zenodo.18517094","10.5281/zenodo.18517093","https://doi.org/10.5281/zenodo.18517094","https://zenodo.org/records/18517094"
"18517080","18517080","done","True","L1 Closure Taxonomy What Closure Is and Is Not","10.5281/zenodo.18517080","10.5281/zenodo.18517079","https://doi.org/10.5281/zenodo.18517080","https://zenodo.org/records/18517080"
"18517058","18517058","done","True","L2 The Unclosable Contingent Reality","10.5281/zenodo.18517058","10.5281/zenodo.18517057","https://doi.org/10.5281/zenodo.18517058","https://zenodo.org/records/18517058"
"18517022","18517022","done","True","L3 The Perpetually Open Measurement Class Uncertainty","10.5281/zenodo.18517022","10.5281/zenodo.18517021","https://doi.org/10.5281/zenodo.18517022","https://zenodo.org/records/18517022"
"18516995","18516995","done","True","Tensor as Rule The Mathematics of Standing Preserving Redescription","10.5281/zenodo.18516995","10.5281/zenodo.18516994","https://doi.org/10.5281/zenodo.18516995","https://zenodo.org/records/18516995"
"18516965","18516965","done","True","B1 Replacement Mathematics Is Impossible Closure by Exhaustion","10.5281/zenodo.18516965","10.5281/zenodo.18516964","https://doi.org/10.5281/zenodo.18516965","https://zenodo.org/records/18516965"
"18516916","18516916","done","True","B2 Tensor Calculus Is Not a Replacement Structure","10.5281/zenodo.18516916","10.5281/zenodo.18516915","https://doi.org/10.5281/zenodo.18516916","https://zenodo.org/records/18516916"
"18516895","18516895","done","True","B3 Admissibility Dynamics Is Impossible","10.5281/zenodo.18516895","10.5281/zenodo.18516894","https://doi.org/10.5281/zenodo.18516895","https://zenodo.org/records/18516895"
"18516865","18516865","done","True","B4 Admissibility Metrics Are Impossible","10.5281/zenodo.18516865","10.5281/zenodo.18516864","https://doi.org/10.5281/zenodo.18516865","https://zenodo.org/records/18516865"
"18516851","18516851","done","True","B5 Meta Mathematics as Replacement Is Impossible","10.5281/zenodo.18516851","10.5281/zenodo.18516850","https://doi.org/10.5281/zenodo.18516851","https://zenodo.org/records/18516851"
"18516826","18516826","done","True","B6 Admissibility Semantics Are Impossible","10.5281/zenodo.18516826","10.5281/zenodo.18516825","https://doi.org/10.5281/zenodo.18516826","https://zenodo.org/records/18516826"
"18516815","18516815","done","True","B7 Governance Level Repair Is Impossible","10.5281/zenodo.18516815","10.5281/zenodo.18516814","https://doi.org/10.5281/zenodo.18516815","https://zenodo.org/records/18516815"
"18516790","18516790","done","True","B8 Authority Based Legitimacy Is Impossible","10.5281/zenodo.18516790","10.5281/zenodo.18516789","https://doi.org/10.5281/zenodo.18516790","https://zenodo.org/records/18516790"
"18516758","18516758","done","True","B9 Post Hoc Justification Is Impossible","10.5281/zenodo.18516758","10.5281/zenodo.18516757","https://doi.org/10.5281/zenodo.18516758","https://zenodo.org/records/18516758"
"18516739","18516739","done","True","B10 Consensus Based Legitimacy Is Impossible","10.5281/zenodo.18516739","10.5281/zenodo.18516738","https://doi.org/10.5281/zenodo.18516739","https://zenodo.org/records/18516739"
"18516724","18516724","done","True","B11 Ethical Normative Legitimacy Is Impossible","10.5281/zenodo.18516724","10.5281/zenodo.18516723","https://doi.org/10.5281/zenodo.18516724","https://zenodo.org/records/18516724"
"18516716","18516716","done","True","Irreducible Openness Is Not Incompleteness","10.5281/zenodo.18516716","10.5281/zenodo.18516715","https://doi.org/10.5281/zenodo.18516716","https://zenodo.org/records/18516716"
"18516703","18516703","done","True","Equivalence as Absence of Admissible Witness","10.5281/zenodo.18516703","10.5281/zenodo.18516702","https://doi.org/10.5281/zenodo.18516703","https://zenodo.org/records/18516703"
"18516683","18516683","done","True","L2_3 Scale and Normalization Collapse","10.5281/zenodo.18516683","10.5281/zenodo.18516682","https://doi.org/10.5281/zenodo.18516683","https://zenodo.org/records/18516683"
"18516661","18516661","done","True","L2_2 Discrete Label Collapse","10.5281/zenodo.18516661","10.5281/zenodo.18516660","https://doi.org/10.5281/zenodo.18516661","https://zenodo.org/records/18516661"
"18516654","18516654","done","True","L2_4__Basis_and_Gauge_Parameter_Collapse","10.5281/zenodo.18516654","10.5281/zenodo.18516653","https://doi.org/10.5281/zenodo.18516654","https://zenodo.org/records/18516654"
"18516648","18516648","done","True","L2_5 Renormalization and Scheme Parameter Collapse","10.5281/zenodo.18516648","10.5281/zenodo.18516647","https://doi.org/10.5281/zenodo.18516648","https://zenodo.org/records/18516648"
"18516630","18516630","done","True","L2_6 Redundancy Survivor Elimination","10.5281/zenodo.18516630","10.5281/zenodo.18516629","https://doi.org/10.5281/zenodo.18516630","https://zenodo.org/records/18516630"
"18516616","18516616","done","True","L2_7 Closure Induced Uniqueness","10.5281/zenodo.18516616","10.5281/zenodo.18516615","https://doi.org/10.5281/zenodo.18516616","https://zenodo.org/records/18516616"
"18516604","18516604","done","True","L2_8 No Free Parameter Theorems","10.5281/zenodo.18516604","10.5281/zenodo.18516603","https://doi.org/10.5281/zenodo.18516604","https://zenodo.org/records/18516604"
"18516594","18516594","done","True","L2_1 Continuous Parameter Collapse","10.5281/zenodo.18516594","10.5281/zenodo.18516593","https://doi.org/10.5281/zenodo.18516594","https://zenodo.org/records/18516594"
"18516576","18516576","done","True","L3_1 Constraint Mutual Dependence","10.5281/zenodo.18516576","10.5281/zenodo.18516575","https://doi.org/10.5281/zenodo.18516576","https://zenodo.org/records/18516576"
"18516558","18516558","done","True","L3_2 Overdetermination Proofs","10.5281/zenodo.18516558","10.5281/zenodo.18516557","https://doi.org/10.5281/zenodo.18516558","https://zenodo.org/records/18516558"
"18516547","18516547","done","True","L3_3 Constraint Redundancy without Freedom","10.5281/zenodo.18516547","10.5281/zenodo.18516546","https://doi.org/10.5281/zenodo.18516547","https://zenodo.org/records/18516547"
"18516527","18516527","done","True","L3_4 Removal Induced Collapse","10.5281/zenodo.18516527","10.5281/zenodo.18516526","https://doi.org/10.5281/zenodo.18516527","https://zenodo.org/records/18516527"
"18516493","18516493","done","True","L3_5 No Minimal Subset Theorems","10.5281/zenodo.18516493","10.5281/zenodo.18516492","https://doi.org/10.5281/zenodo.18516493","https://zenodo.org/records/18516493"
"18516484","18516484","done","True","L3_6___Global_Consistency_Lock","10.5281/zenodo.18516484","10.5281/zenodo.18516483","https://doi.org/10.5281/zenodo.18516484","https://zenodo.org/records/18516484"
"18516464","18516464","done","True","L3_7 Admissible Interior Rigidity","10.5281/zenodo.18516464","10.5281/zenodo.18516463","https://doi.org/10.5281/zenodo.18516464","https://zenodo.org/records/18516464"
"18516443","18516443","done","True","L3_8 No Relaxation Corollaries","10.5281/zenodo.18516443","10.5281/zenodo.18516442","https://doi.org/10.5281/zenodo.18516443","https://zenodo.org/records/18516443"
"18516425","18516425","done","True","L3 Constraint Saturation of the Admissible Interior","10.5281/zenodo.18516425","10.5281/zenodo.18516424","https://doi.org/10.5281/zenodo.18516425","https://zenodo.org/records/18516425"
"18516403","18516403","done","True","L4 Rigidity Under Standing","10.5281/zenodo.18516403","10.5281/zenodo.18516402","https://doi.org/10.5281/zenodo.18516403","https://zenodo.org/records/18516403"
"18516384","18516384","done","True","L5 Nonlocal Conservation Coupling Under Standing","10.5281/zenodo.18516384","10.5281/zenodo.18516383","https://doi.org/10.5281/zenodo.18516384","https://zenodo.org/records/18516384"
"18516357","18516357","done","True","L7 Redescription Rigidity Role Preservation","10.5281/zenodo.18516357","10.5281/zenodo.18516356","https://doi.org/10.5281/zenodo.18516357","https://zenodo.org/records/18516357"
"18516328","18516328","done","True","L8 Closure Induced Uniqueness of the Admissible Structure","10.5281/zenodo.18516328","10.5281/zenodo.18516327","https://doi.org/10.5281/zenodo.18516328","https://zenodo.org/records/18516328"
"18515634","18515634","done","True","Special Relativity as Standing Preserving Kinematic Bookkeeping","10.5281/zenodo.18515634","10.5281/zenodo.18515633","https://doi.org/10.5281/zenodo.18515634","https://zenodo.org/records/18515634"
"18515618","18515618","done","True","Transport Closure Locus for Continuous Parameters","10.5281/zenodo.18515618","10.5281/zenodo.18515617","https://doi.org/10.5281/zenodo.18515618","https://zenodo.org/records/18515618"
"18515599","18515599","done","True","Generation Multiplicity Minimality and Non Degeneracy","10.5281/zenodo.18515599","10.5281/zenodo.18515598","https://doi.org/10.5281/zenodo.18515599","https://zenodo.org/records/18515599"
"18515581","18515581","done","True","The Standard Model as the Unique Minimal Standing Preserving Bookkeeping Structure","10.5281/zenodo.18515581","10.5281/zenodo.18515580","https://doi.org/10.5281/zenodo.18515581","https://zenodo.org/records/18515581"
"18515532","18515532","done","True","Quantum Mechanics as CG Closed Redescription Bookkeeping","10.5281/zenodo.18515532","10.5281/zenodo.18515531","https://doi.org/10.5281/zenodo.18515532","https://zenodo.org/records/18515532"
"18515481","18515481","done","True","Identity Non Conservation","10.5281/zenodo.18515481","10.5281/zenodo.18515480","https://doi.org/10.5281/zenodo.18515481","https://zenodo.org/records/18515481"
"18515460","18515460","done","True","Admissible Identity Drift in the Standard model","10.5281/zenodo.18515460","10.5281/zenodo.18515459","https://doi.org/10.5281/zenodo.18515460","https://zenodo.org/records/18515460"
"18515438","18515438","done","True","Standing Localization and the Structural Inevitability of Life","10.5281/zenodo.18515438","10.5281/zenodo.18515437","https://doi.org/10.5281/zenodo.18515438","https://zenodo.org/records/18515438"
"18515426","18515426","done","True","End of the Admissible Interior","10.5281/zenodo.18515426","10.5281/zenodo.18515425","https://doi.org/10.5281/zenodo.18515426","https://zenodo.org/records/18515426"
"18515410","18515410","done","True","Beginning of the Admissible Interior","10.5281/zenodo.18515410","10.5281/zenodo.18515409","https://doi.org/10.5281/zenodo.18515410","https://zenodo.org/records/18515410"
"18515397","18515397","done","True","L1 Paper 1 Equivalence Completion and Forced Collapse of Charged Current","10.5281/zenodo.18515397","10.5281/zenodo.18515396","https://doi.org/10.5281/zenodo.18515397","https://zenodo.org/records/18515397"
"18515369","18515369","done","True","L1 Paper 2 Equivalence Completion in the QCD CP Odd Sector","10.5281/zenodo.18515369","10.5281/zenodo.18515368","https://doi.org/10.5281/zenodo.18515369","https://zenodo.org/records/18515369"
"18515343","18515343","done","True","L1 Paper 3 Fermion Yukawa Mass Equivalence","10.5281/zenodo.18515343","10.5281/zenodo.18515342","https://doi.org/10.5281/zenodo.18515343","https://zenodo.org/records/18515343"
"18515319","18515319","done","True","L1 Paper 4 EW QED EM coupling collapse","10.5281/zenodo.18515319","10.5281/zenodo.18515318","https://doi.org/10.5281/zenodo.18515319","https://zenodo.org/records/18515319"
"18515296","18515296","done","True","L1 Paper 5 Neutrino mixing invariants","10.5281/zenodo.18515296","10.5281/zenodo.18515295","https://doi.org/10.5281/zenodo.18515296","https://zenodo.org/records/18515296"
"18515276","18515276","done","True","L1 Paper 6 Longitudinal Goldstone Equivalence","10.5281/zenodo.18515276","10.5281/zenodo.18515275","https://doi.org/10.5281/zenodo.18515276","https://zenodo.org/records/18515276"
"18515153","18515153","done","True","L1 Paper 12 Exhaustion and Closure of the Equivalence Space","10.5281/zenodo.18515153","10.5281/zenodo.18515152","https://doi.org/10.5281/zenodo.18515153","https://zenodo.org/records/18515153"
"18515134","18515134","done","True","Why Chiral Asymmetry Is Not Optional","10.5281/zenodo.18515134","10.5281/zenodo.18515133","https://doi.org/10.5281/zenodo.18515134","https://zenodo.org/records/18515134"
"18515009","18515009","done","True","Why Reference Must Be Fixed Semantic Infrastructure as a Condition of Empirical Theory","10.5281/zenodo.18515009","10.5281/zenodo.18515008","https://doi.org/10.5281/zenodo.18515009","https://zenodo.org/records/18515009"
"18514997","18514997","done","True","From Provability to Confirmation Gödel Style Limits on Empirical Truth","10.5281/zenodo.18514997","10.5281/zenodo.18514996","https://doi.org/10.5281/zenodo.18514997","https://zenodo.org/records/18514997"
"18514971","18514971","done","True","GR QT Well Posedness","10.5281/zenodo.18514971","10.5281/zenodo.18514970","https://doi.org/10.5281/zenodo.18514971","https://zenodo.org/records/18514971"
"18514943","18514943","done","True","Physics Under Admissibility Asymmetric Lorentz Compatibility","10.5281/zenodo.18514943","10.5281/zenodo.18514942","https://doi.org/10.5281/zenodo.18514943","https://zenodo.org/records/18514943"
"18514908","18514908","done","True","On the Completeness of Standing Failure","10.5281/zenodo.18514908","10.5281/zenodo.18514907","https://doi.org/10.5281/zenodo.18514908","https://zenodo.org/records/18514908"
"18514880","18514880","done","True","Standing as Dischargeable Referential Capacity","10.5281/zenodo.18514880","10.5281/zenodo.18514879","https://doi.org/10.5281/zenodo.18514880","https://zenodo.org/records/18514880"
"18514859","18514859","done","True","Empirical Intelligibility in Physically Non Selective Theories","10.5281/zenodo.18514859","10.5281/zenodo.18514858","https://doi.org/10.5281/zenodo.18514859","https://zenodo.org/records/18514859"
